Author,Date,Author Name,Role,Message,Video Time,ID
https://yt4.ggpht.com/ytc/AGIKgqPTncTDsrk9U8U88LLRO4TUEDMEIbPq2VLIlpoRUA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:17:00.000Z,矢,,24時間テレビ並みのスケジュールで笑う,0:00:00,ChwKGkNPVGk4N1hFaHY0Q0ZjWER3Z1FkSEprQjlR
https://yt4.ggpht.com/ytc/AGIKgqOmnOMNxRfQ1k8Emf6gd5Wim9hLBehk_tiznsya=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:17:00.000Z,マックラン,,????????-,0:00:00,ChwKGkNNcThsYmJFaHY0Q0ZhakJ3Z1FkVXZZSTl3
https://yt4.ggpht.com/ytc/AGIKgqN15wfap9tYzsnKPdmqt8YLHHFqBtc-7rtAodPj=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:17:00.000Z,neirow,,知らない先生は今から知っていけばいい,0:00:00,ChwKGkNJSGtsTGJFaHY0Q0ZWekF3Z1FkQVQ0SGt3
https://yt4.ggpht.com/ytc/AGIKgqN_TfhF8C2zVIvi_xxLSarlKbMQAQRcX2ObEVGbTQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:16:00.000Z,??,,?? ???? ??? ??? ????,0:00:00,ChwKGkNNRDJxYmJFaHY0Q0Zhb1JyUVlkYWpVQW1R
https://yt4.ggpht.com/ytc/AGIKgqOpJCRFUrf1odBn9eeYtBiKuq1ysn9CiVkU4nCXiQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:16:00.000Z,すねーく,,アリスちゃんのアンテ実況見たい,0:00:00,ChwKGkNMcjZzcmJFaHY0Q0ZmZkN3Z1FkZkNBRVF3
https://yt4.ggpht.com/ytc/AGIKgqMRG0mN2-7ttr5wu23ugBB4hNYAIOUrGMLsN2fEwQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:16:00.000Z,かしみゃ,,はい！アリスは闘争を求めます！,0:00:00,ChwKGkNPSG94TGJFaHY0Q0ZVckN3Z1FkRHFZSW1R
https://yt4.ggpht.com/4k4MIaA9i89wnHDrv6Eqjv0U1tVH2AHKRFvhA1mm0BgCmNL0wIZu32sUzXl5HnkwDd5TtvkyyQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:15:00.000Z,パパライス,,動いてないのに眠いよ?,0:00:00,ChwKGkNLZlk1YmJFaHY0Q0ZZUEN3Z1FkVVhnQ093
https://yt4.ggpht.com/ytc/AGIKgqMDbMayqZLx2Jl0JBa2HDar1aU62qqYOoQnUA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:15:00.000Z,黒樒,,寝るな──！！,0:00:00,ChwKGkNLaTloN2ZFaHY0Q0ZYckN3Z1FkenFFRHFR
https://yt4.ggpht.com/T6o2Nc9yeFhiNK1UhInUDqm9On532KVddai2MlQDFN1T_ElnO9geJq30VNLSdHl7kqT3uU8S82o=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:14:00.000Z,Miririnn Channel,,いけいけ～！,0:00:00,ChwKGkNON1N3cmZFaHY0Q0ZUQV9yUVlkUHlJR2tn
https://yt4.ggpht.com/v6Aja-5qAjwC7Bdx76K6qzz7Q7JIUrblNDxNWf-VZg-wsBNsjZuvfrxp1KNLJoPeTbEPUTHO6g=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:14:00.000Z,FIRE抜け忍,,眠いよ?,0:00:00,ChwKGkNPYU93N2ZFaHY0Q0ZhakJ3Z1FkVXZZSTl3
https://yt4.ggpht.com/ytc/AGIKgqMThagjJIqQRd9VBwpmUYMVmWYS9dGe2JrXGG5PgQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:14:00.000Z,ななしのお猿,,2つも！？,0:00:00,ChwKGkNQejh6TGZFaHY0Q0ZXckR3Z1FkVXRjR213
https://yt4.ggpht.com/ytc/AGIKgqPdOsThzeGco-10kT4Va_2YaVMJdhnwsp3LZkuAJA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:13:00.000Z,ぅゎょぅ,,ワイアニです(名推理),0:00:00,ChwKGkNMYVMxN2ZFaHY0Q0ZZUEN3Z1FkVVhnQ093
https://yt4.ggpht.com/ytc/AGIKgqNfbSqB-9AjTE4JIUIQFVqcj7au1IgMnYa_lIDm=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:13:00.000Z,zora s.,,ユズパイ揉んだけど大きかったよ,0:00:00,ChwKGkNLSzQ0cmZFaHY0Q0ZkekN3Z1FkSGFJQ0NR
https://yt4.ggpht.com/ytc/AGIKgqM9EDRTjFU87uXX6V3KigMg5pdGAwHpvJMSPK2AamHu5w=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:12:00.000Z,最風一八,,ここはMGS5でもやって欲しい,0:00:00,ChwKGkNQMkZtcmpFaHY0Q0ZVTEN3Z1FkbVdnUFpB
https://yt4.ggpht.com/ytc/AGIKgqOWCPYs-BUv0k9XURYNkDFDiEKiR_pDpGeM9JPoTw8PCCWqRErKaOSlfVjTX1x6=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:12:00.000Z,tpu,,8時になんて起きれないから寝ないしか選択肢がない,0:00:00,ChwKGkNLLU12YmpFaHY0Q0ZmZkN3Z1FkZkNBRVF3
https://yt4.ggpht.com/KC1CM7mtsHel4Ph9OWvwEiF-T7-sIMZbLm3LF8b3sRVUi6ksN6TZ5Aqj-sWitouBFQWfzA-LNw=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:12:00.000Z,初見(常連),,うぃ？,0:00:00,ChwKGkNNZlB5TGpFaHY0Q0ZjUEJ3Z1Fkc1lvTUdB
https://yt4.ggpht.com/ytc/AGIKgqM2UBoec0yyvgOjasapyg7_D4jf0daVxNzT-Q=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:10:00.000Z,painyan,,同接1.5万,0:00:00,ChwKGkNOT29rcm5FaHY0Q0ZaYkN3Z1FkR0xRTTlB
https://yt4.ggpht.com/ytc/AGIKgqNgu3DcuFnacBvEuGsY1dbFgKc7FYzs2I7w5dCsaw=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:10:00.000Z,sy 2641,,90秒,0:00:00,ChwKGkNOWDNwYm5FaHY0Q0ZXckR3Z1FkVXRjR213
https://yt4.ggpht.com/ytc/AGIKgqMwqXwZQRMK1JZvwHhTJl6e7jzWQ9cFln3IX4sb=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:09:00.000Z,アルマロ,,寝れぬ。,0:00:00,ChwKGkNLclh6TG5FaHY0Q0ZkTVdyUVlkR0tnTm1R
https://yt4.ggpht.com/M2FU660LCT_o29aqPRh2GxcbZkrDqUhMRbUCP_SK-mqCrlZliAW2bjwO7QXLKU3JdbuV2uW3=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:09:00.000Z,セレ,,動いてないから眠いけど寝るなーーー！,0:00:00,ChwKGkNQQ0IwTG5FaHY0Q0ZmUEN3Z1FkeDVVSjh3
https://yt4.ggpht.com/ytc/AGIKgqPKzoo3nCs99DzhEQ_5lvowNhap7iL7LJmepQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:09:00.000Z,くわっぱ,,眠らせない過酷さ,0:00:00,ChwKGkNOXzY3Ym5FaHY0Q0ZVSV9yUVlkU2MwRDln
https://yt4.ggpht.com/ytc/AGIKgqN7nXPC908KwJ5GdLkGNCZG5e-xKtGSwfci1Py9Tg=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:08:00.000Z,しましま,,７時間ゲーム実況か…,0:00:00,ChwKGkNOalJrTHJFaHY0Q0ZXUVM1d29kcFFzS21n
https://yt4.ggpht.com/As8F9I7Vq8Q3TbuVFXmcX85MvOkO01vun7Hu8kp213c19CiCEP1GLEifxc2daqVRGbCtNaM8DA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:08:00.000Z,ミレニアム最高峰の超天才清楚系病弱美少女ハッカー,,どの先生でもよろしいのですがいつもの部屋で一緒にみませんか?,0:00:00,ChwKGkNJMjRvYnJFaHY0Q0ZmZkN3Z1FkZkNBRVF3
https://yt4.ggpht.com/ytc/AGIKgqNfB44b3ax9HEQs_RggGCSdPilwbGfKvwd2_Xpkdw=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:08:00.000Z,Foota Mori,,アリスちゃんあくきてー,0:00:00,ChwKGkNNeU10THJFaHY0Q0ZaYkN3Z1FkR0xRTTlB
https://yt4.ggpht.com/ytc/AGIKgqO6B0SpePP337Jez6Ec2QTPNxaIT_T16rnzfun_rg=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:07:00.000Z,紅美鈴,,なにがはじまるの???,0:00:00,ChwKGkNKcWx6YnJFaHY0Q0ZZUEN3Z1FkVVhnQ093
https://yt4.ggpht.com/3kQdGX9XbSkZc0xHE0tbhAy7l7rAoJPJ5zdT8gzqt0vfu5I2RrRz2FjwGvmSFAd-uGlTG3xo0g=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:07:00.000Z,だいちゃ??,,はい！アリスは余裕があるので1145141919分も配信しちゃいます！,0:00:00,ChwKGkNOVHQxTHJFaHY0Q0ZjUEJ3Z1Fkc1lvTUdB
https://yt4.ggpht.com/ytc/AGIKgqOO8rCd_X192INk_H90avp9WygiH2xJpoZSek4F=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:07:00.000Z,和三盆,,アリスソフト,0:00:00,ChwKGkNQYWExYnJFaHY0Q0ZTX0R3Z1Fkc1YwSWZR
https://yt4.ggpht.com/ytc/AGIKgqMzU1x_37yeGap928iZgMn7Nt3nocD5FV5DbF7X=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:07:00.000Z,もちもち,,はい！アリス、この時間からサイコブレイクを実況して先生達にトラウマを植え付けます！！,0:00:00,ChwKGkNOSFQzN3JFaHY0Q0ZmUEN3Z1FkeDVVSjh3
https://yt4.ggpht.com/ytc/AGIKgqP2w1JR5IXU_5K5NgahmPHRKy9KfI8_S9wsX5nh=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:07:00.000Z,s Y,,クックック、先生お仕事のほうは？,0:00:00,ChwKGkNPblE4cnJFaHY0Q0ZlZ1lyUVlkbVRVTmVB
https://yt4.ggpht.com/9ldkVy03rGhLvIp1Gd-uKTYM7Bd3sq8nCIqT4KjrseSj3hT-20e8soQKCqK2fJm7khNLDkirvw=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:06:00.000Z,グリス酸性,,ファイナルソード来い,0:00:00,ChwKGkNOYkJnTHZFaHY0Q0ZlX0N3Z1FkSHpNRTlB
https://yt4.ggpht.com/ytc/AGIKgqM6llqM6SdIdKYh4UXr3gYlGoi5mxmvDJpaEQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:06:00.000Z,H A,,ミチルがかわいいので欲しい,0:00:00,ChwKGkNNQ2VrcnZFaHY0Q0ZaNGpyUVlkc25NSmhR
https://yt4.ggpht.com/l2sWOL7zKLcby_HpFuUN1PI2gGjpg1PvrqR2pGGwljhH-Z0PMS02am6aWA0uyrNXEesLjVhc0g=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:06:00.000Z,はじちゃん,,何時まで配信なんー？,0:00:00,ChwKGkNKelhvN3ZFaHY0Q0ZXckR3Z1FkVXRjR213
https://yt4.ggpht.com/ytc/AGIKgqOCEhgRwWXDwmtw5yZT_h4VwLS97_muxG8Otinr=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:05:00.000Z,オルチスOrtis,,眠いよー,0:00:00,ChwKGkNKZW95YnZFaHY0Q0ZaNGpyUVlkc25NSmhR
https://yt4.ggpht.com/ytc/AGIKgqOqy0oLnq_wsiUZCeQlz9ZSPBpl95qGRPZ_NwI2ZA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:05:00.000Z,友沢うりる,,センセイドノ?,0:00:00,ChwKGkNJVzcyYnZFaHY0Q0ZTTEN3Z1FkcWJvSDlB
https://yt4.ggpht.com/ytc/AGIKgqOdomr9lW1W_F1UeyBzL_-uCxbN2ijw0--TDQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:05:00.000Z,ましろー,,わっぴ～,0:00:00,ChwKGkNKWEYzN3ZFaHY0Q0ZXbkN3Z1FkNjVjTTd3
https://yt4.ggpht.com/lTjYO1NIoRya0_9WqlJVd2pPq_tRX6exyCwhV9nU2sBFPJj_q0AnXjOx-MTy_fbp7YaAaZmg5Xo=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:04:00.000Z,箪笥の中の桜,,おやおや、実に素晴らしい,0:00:00,ChwKGkNQdXZfN3ZFaHY0Q0ZkekN3Z1FkSGFJQ0NR
https://yt4.ggpht.com/ytc/AGIKgqOuzUnMw0gAnJQhc5SvIwqvbdhetN3WQn5leswN=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:03:00.000Z,音街now,,先生がバニー着るのか...(困惑),0:00:00,ChwKGkNPck91N3pFaHY0Q0ZXUVM1d29kcFFzS21n
https://yt4.ggpht.com/ytc/AGIKgqMFZTbxXIaUcFidOTPRPCzPwZQV-4VyT1XGjA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:03:00.000Z,琥珀,,同接1.6万突破！！,0:00:00,ChwKGkNNaWIycnpFaHY0Q0ZmVER3Z1FkaFRrS2tB
https://yt4.ggpht.com/22TSA1t6T60WP2VhfAS4D1BmTp6xVw8q7UjZRbrNcwqg_ivlHuk57PAJJZdZPW63TS5BElCW=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:02:00.000Z,鎌倉幕府頭領,,一周回ってリセマラやれ,0:00:00,ChwKGkNOaXdqTDNFaHY0Q0ZaMFdyUVlkeFZJRy1R
https://yt4.ggpht.com/tjdzoU0eFWtOcNXkqbBzqMkzxzRdLqLPq8fpFJSpI7b6YzbFFm8V31XMRc2_kGL5KKz02slr=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:02:00.000Z,Romy,,緊張してきた???,0:00:00,ChwKGkNQYUZrYjNFaHY0Q0ZZUEN3Z1FkVVhnQ093
https://yt4.ggpht.com/ItvcZolqbiWjswQwjz6mQYY24fYB6g-A15spYKVI2Gg2RKWELQ4OXnK4KLPwlwZf1cG8vgDj6A=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:02:00.000Z,Workers,,??????????? ????,0:00:00,ChwKGkNLR3BsYjNFaHY0Q0ZiVEN3Z1FkRzdZTjhB
https://yt4.ggpht.com/ytc/AGIKgqMrWj__PivXkvXYjiLpOwYtPpnSNLa0IrWx-Q=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:01:00.000Z,モーリーン,,誰にもどうなるかわからん…,0:00:00,ChwKGkNQVGh3TDNFaHY0Q0ZUN0N3Z1FkRHRrTEV3
https://yt4.ggpht.com/ytc/AGIKgqPN0RVTmL7yRcfXOdR1gCNa337Ff35y9K6x4-bO=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:01:00.000Z,どぅあ,,キヴォトスでは淫夢ごっこは恥ずかしい事なんだよ！,0:00:00,ChwKGkNKTHg2NzNFaHY0Q0ZjWER3Z1FkSEprQjlR
https://yt4.ggpht.com/NHoHYK1dRFFcmc_rUNCenZpla_XYRWtjA_uejyLUouV6XPJK6hjnHpqoAzHVYrYpJbxaHO7bCg=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:00:00.000Z,恒星鮫,,嘘だと思ったら本当だった,0:00:00,ChwKGkNLZXJpNzdFaHY0Q0ZYX0N3Z1FkcEZFS0dR
https://yt4.ggpht.com/ytc/AGIKgqPaP6-6NbeV_iKndfwWGhrsyiHQG2LxVH4CGw=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:00:00.000Z,かりむす,,寝る────！,0:00:00,ChwKGkNPdm5qTDdFaHY0Q0ZWekF3Z1FkQVQ0SGt3
https://yt4.ggpht.com/fRVgW7RsKDFp9pLYDjngr9aflKAru9o3gR2DAt9dEhnms-UgZVVYvtTDj5_EqqYoPqbtM2m1=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:01:00.000Z,HT,,お前ら！1時間ぶりだな！,0:00:01,ChwKGkNQZWhvTUxFaHY0Q0ZUTWVmUW9kSkdFUFdB
https://yt4.ggpht.com/8AHZZgh3mOIUS25GKjUzw5mysWCuPoa-8hQ_eskqIwUaNibp5kU8GbtvBneqJa1lR1XQPZ-e7g=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:01:00.000Z,aka4,,明日の昼には不忍告知か,0:00:01,ChwKGkNMSFR4c0xFaHY0Q0ZVTEN3Z1FkbVdnUFpB
https://yt4.ggpht.com/GsMQH8qno2L1VckT00WcqBk1Fv7DslKYIq05pnV3zGVPUGlb5ovFsCQzPj9LzSvpN3T6y2Q6tNw=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:02:00.000Z,ちー坊,,ブラボ栗本チャレンジをします,0:00:02,ChwKGkNJamQyc0xFaHY0Q0ZXbkN3Z1FkNjVjTTd3
https://yt4.ggpht.com/sCUU-LxZr1A1OFsYIn87WqVkND7NjSR2zRVVc-OZmTT12bsU-OjgxiKzv1-Q1eonPrOa-yoHHF0=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:02:00.000Z,はゆ,,スパロボしよう！,0:00:02,ChwKGkNQT0YtTUxFaHY0Q0ZiVEN3Z1FkRzdZTjhB
https://yt4.ggpht.com/ytc/AGIKgqOxowGPuvPO1qoB__0qD0hF6BCK4PMDeCuKiQSHBQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:02:00.000Z,タダノサボテン,,本当に来たw,0:00:02,ChwKGkNOakItc0xFaHY0Q0ZXM0N3Z1FkZ1JNS0NR
https://yt4.ggpht.com/ytc/AGIKgqMNLK6et1KiqD1MBnRYz3ITGCqxkOcHvMgXZe4ZDYg=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:02:00.000Z,紅い狐,,先生！バナナはお尻に入りますか！？,0:00:03,ChwKGkNJdjhoc1BFaHY0Q0ZVTVpmUW9kZXBFRUN3
https://yt4.ggpht.com/ytc/AGIKgqMpcFWR0aXHxpNsEpKT5s8tIOU3DCNKCG8ykZgxjg=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:03:00.000Z,Nationalシステム,,クソゲーRTAするんか！？,0:00:03,ChwKGkNJVFVvOFBFaHY0Q0ZWNGZyUVlkMnZvTWhn
https://yt4.ggpht.com/ytc/AGIKgqN6cONqwYnWVOYG4tNSDNBUGRf9KsPLG5E1-SPWew=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:03:00.000Z,nwo_L,,ガキは寝ろっ！！！,0:00:03,ChwKGkNQek52OFBFaHY0Q0ZUQV9yUVlkUHlJR2tn
https://yt4.ggpht.com/ytc/AGIKgqMlUAklv7J9SrvqR-MgP0ZsUwKdEwZy_RY2Tmk1=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:04:00.000Z,Ting,,明日の仕事...face-purple-crying,0:00:04,ChwKGkNMcmExc1BFaHY0Q0ZjUEJ3Z1Fkc1lvTUdB
https://yt4.ggpht.com/UHz-DMN-bLWieHNfLG6kHHNj_DClJlw-dCbMNayZfPBsq44s4GPbWlcjC-6ZSNom5SEYAp1MnA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:06:00.000Z,dyson,,今、ひたすら楽してFF&やるって,0:00:06,ChwKGkNQai1fTVBFaHY0Q0ZUM0R3Z1FkTGtnSjRn
https://yt4.ggpht.com/ytc/AGIKgqNzG0byZOdhWkufY_SsuJEbKW-Y2H18clUEjKzA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:07:00.000Z,黄色の雛ドリ,,お前たちはこの選択を、必ず後悔することになるだろう───！,0:00:07,ChwKGkNLLTN3OFRFaHY0Q0ZiVEN3Z1FkRzdZTjhB
https://yt4.ggpht.com/ytc/AGIKgqOGSM7s_e7LSekUtiQAnnvifhPW_-wQFfK3SHoY6A=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:07:00.000Z,ほろ*,,アリス、耐久できます！,0:00:07,ChwKGkNOeTF4c1RFaHY0Q0ZUN0N3Z1FkRHRrTEV3
https://yt4.ggpht.com/1OUANktqlrIoBe6ukRhWOVYhQnoxY7wiwyJBml2a1jlgeBgCaR8aqz_UhFZrZmKX57emgfILUq4=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:07:00.000Z,雪神子セラ(ミコセラ),,わっぴ?！,0:00:07,ChwKGkNKX3EyOFRFaHY0Q0ZWbkR3Z1FkZE1zSGln
https://yt4.ggpht.com/ytc/AGIKgqOdomr9lW1W_F1UeyBzL_-uCxbN2ijw0--TDQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:07:00.000Z,ましろー,,アリス「先生、今夜は寝かしませんよ」,0:00:07,ChwKGkNOTzY3c1RFaHY0Q0ZSZkN3Z1FkVXdrRDlB
https://yt4.ggpht.com/ytc/AGIKgqMDxcOKi1Bc6iJiMfh7todeYeHuZA883a03pA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:08:00.000Z,???,,MICHIRUUUUUUUUUUUUUU,0:00:08,ChwKGkNMSGxrOFhFaHY0Q0ZWNF9yUVlkZGtjRlpn
https://yt4.ggpht.com/ytc/AGIKgqMFZTbxXIaUcFidOTPRPCzPwZQV-4VyT1XGjA=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:08:00.000Z,琥珀,,わっぴ?,0:00:08,ChwKGkNPSzVrTVhFaHY0Q0ZhakJ3Z1FkVXZZSTl3
https://yt4.ggpht.com/Ldf2yTn4N5nDe-3hi0zJAZahdjPRqwKjnXhWqj5NOjbsIFgfRmSOGZGGwZz8lXUjtMPfex4sgg=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:08:00.000Z,佐竹,,寝るな────！！,0:00:09,ChwKGkNLM1ByY1hFaHY0Q0ZlX0N3Z1FkSHpNRTlB
https://yt4.ggpht.com/ytc/AGIKgqM6llqM6SdIdKYh4UXr3gYlGoi5mxmvDJpaEQ=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:09:00.000Z,H A,,勇者のくせになまいきだ,0:00:09,ChwKGkNQU1h0OFhFaHY0Q0ZiVEN3Z1FkRzdZTjhB
https://yt4.ggpht.com/ytc/AGIKgqMxmK455gJEy5MT7gQ8ico9P7y5NsviOQQqxw=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:09:00.000Z,太郎田中,,ゲーム配信はキヴォトスで流行ってるってはっきりわかんですね?,0:00:09,ChwKGkNNTDZ5Y1hFaHY0Q0ZVN0N3Z1FkS21FQS1n
https://yt4.ggpht.com/ytc/AGIKgqOFwWpm8uiTHs3iBw9ZtT_t_rSgNk3gH6Uc8G3Qxg=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:09:00.000Z,HaR 3,,寝るなーーーーーーー！,0:00:09,ChwKGkNOdlUzc1hFaHY0Q0ZaYkN3Z1FkR0xRTTlB
https://yt4.ggpht.com/lmcQ3YSejgWFbiU8HoANkpdNFnVClYwDgVYcvIhbohTDnwhusLZn3VbObReFxk2mQvnO8tpgVg=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:09:00.000Z,たおたお,,ほ？,0:00:09,ChwKGkNLcnI0TVhFaHY0Q0ZWdkR3Z1FkbU5JTV9R
https://yt4.ggpht.com/ytc/AGIKgqPzoFjq13ZgTWMyCtHUOfv9_stXYeU6KMoam4I=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:10:00.000Z,l AM GOAT,,お,0:00:10,ChwKGkNKdXRoc2JFaHY0Q0ZVTEN3Z1FkbVdnUFpB
https://yt4.ggpht.com/ytc/AGIKgqPoQscNDPodw4XZKOSMisW99ItxfVaT-F5YmrVz=s32-c-k-c0x00ffffff-no-rj,2023-06-08T16:11:00.000Z,ヤマえもん,,お,0:00:11,ChwKGkNJdUw2TWJFaHY0Q0ZWbkR3Z1FkZE1zSGln
